Datetime,Close,High,Low,Open,Volume
,ALT,ALT,ALT,ALT,ALT
2024-03-08 14:30:00+00:00,10.350000381469727,10.419899940490723,10.020000457763672,10.140000343322754,686663
2024-03-08 15:30:00+00:00,10.13479995727539,10.520000457763672,10.109999656677246,10.359999656677246,487279
2024-03-08 16:30:00+00:00,10.15999984741211,10.229900360107422,10.050100326538086,10.134900093078613,281491
2024-03-08 17:30:00+00:00,10.279999732971191,10.279999732971191,10.069999694824219,10.15999984741211,194101
2024-03-08 18:30:00+00:00,10.260000228881836,10.3100004196167,10.180000305175781,10.279800415039062,385354
2024-03-08 19:30:00+00:00,10.369999885559082,10.449999809265137,10.255000114440918,10.255000114440918,373384
2024-03-08 20:30:00+00:00,10.390000343322754,10.399999618530273,10.260100364685059,10.364999771118164,510787
2024-03-11 13:30:00+00:00,10.119999885559082,10.4399995803833,10.010000228881836,10.380000114440918,667937
2024-03-11 14:30:00+00:00,9.979999542236328,10.239999771118164,9.958399772644043,10.119999885559082,442496
2024-03-11 15:30:00+00:00,9.829999923706055,10.0,9.819999694824219,9.960000038146973,337082
2024-03-11 16:30:00+00:00,10.020000457763672,10.130000114440918,9.750100135803223,9.829999923706055,543135
2024-03-11 17:30:00+00:00,10.099499702453613,10.104999542236328,9.979999542236328,10.020000457763672,229751
2024-03-11 18:30:00+00:00,9.96500015258789,10.109999656677246,9.9399995803833,10.109999656677246,248080
2024-03-11 19:30:00+00:00,9.869999885559082,9.984999656677246,9.829999923706055,9.970000267028809,497629
2024-03-12 13:30:00+00:00,10.479999542236328,11.010000228881836,9.760000228881836,9.899999618530273,1296143
2024-03-12 14:30:00+00:00,10.720000267028809,10.729999542236328,10.15999984741211,10.47920036315918,547250
2024-03-12 15:30:00+00:00,10.80090045928955,10.930000305175781,10.640000343322754,10.720000267028809,454786
2024-03-12 16:30:00+00:00,10.970000267028809,10.979999542236328,10.800000190734863,10.8100004196167,399321
2024-03-12 17:30:00+00:00,10.899999618530273,11.020000457763672,10.800000190734863,10.968999862670898,455347
2024-03-12 18:30:00+00:00,10.800000190734863,11.029999732971191,10.789999961853027,10.899999618530273,598233
2024-03-12 19:30:00+00:00,10.859999656677246,10.90999984741211,10.743399620056152,10.800000190734863,673747
2024-03-13 13:30:00+00:00,11.027000427246094,11.5,10.81149959564209,10.899999618530273,985006
2024-03-13 14:30:00+00:00,10.930000305175781,11.039999961853027,10.72029972076416,11.029999732971191,464484
2024-03-13 15:30:00+00:00,10.949999809265137,11.100000381469727,10.819999694824219,10.90999984741211,332615
2024-03-13 16:30:00+00:00,10.989999771118164,11.039999961853027,10.640000343322754,10.9399995803833,421804
2024-03-13 17:30:00+00:00,10.989999771118164,11.069999694824219,10.899999618530273,10.989999771118164,288728
2024-03-13 18:30:00+00:00,10.843999862670898,11.029999732971191,10.84000015258789,11.0,252549
2024-03-13 19:30:00+00:00,10.920000076293945,10.979999542236328,10.800000190734863,10.859999656677246,653604
2024-03-14 13:30:00+00:00,10.378700256347656,11.069899559020996,10.220000267028809,10.850000381469727,687550
2024-03-14 14:30:00+00:00,10.180000305175781,10.430000305175781,10.100000381469727,10.380000114440918,356031
2024-03-14 15:30:00+00:00,10.180000305175781,10.279999732971191,10.147500038146973,10.199999809265137,323032
2024-03-14 16:30:00+00:00,9.977700233459473,10.239999771118164,9.960000038146973,10.170000076293945,404018
2024-03-14 17:30:00+00:00,9.989999771118164,10.015000343322754,9.90999984741211,9.970000267028809,302132
2024-03-14 18:30:00+00:00,9.849900245666504,10.0600004196167,9.774999618530273,9.984999656677246,491085
2024-03-14 19:30:00+00:00,10.020000457763672,10.072500228881836,9.819999694824219,9.84689998626709,563293
2024-03-15 13:30:00+00:00,9.78689956665039,10.319999694824219,9.75,10.229999542236328,444119
2024-03-15 14:30:00+00:00,10.369999885559082,10.369999885559082,9.751199722290039,9.779999732971191,270331
2024-03-15 15:30:00+00:00,9.954999923706055,10.399999618530273,9.920000076293945,10.369999885559082,260107
2024-03-15 16:30:00+00:00,10.369999885559082,10.379899978637695,9.940099716186523,9.949999809265137,209573
2024-03-15 17:30:00+00:00,10.180000305175781,10.364999771118164,10.140000343322754,10.364999771118164,159375
2024-03-15 18:30:00+00:00,10.170000076293945,10.3100004196167,10.15999984741211,10.170000076293945,199462
2024-03-15 19:30:00+00:00,9.852100372314453,10.1899995803833,9.760000228881836,10.175000190734863,2909027
2024-03-18 13:30:00+00:00,9.420000076293945,9.75,9.210000038146973,9.71399974822998,1248675
2024-03-18 14:30:00+00:00,9.192500114440918,9.576299667358398,9.171799659729004,9.4399995803833,442629
2024-03-18 15:30:00+00:00,9.279999732971191,9.329999923706055,9.039999961853027,9.199999809265137,440115
2024-03-18 16:30:00+00:00,9.279999732971191,9.34000015258789,9.199999809265137,9.280099868774414,252120
2024-03-18 17:30:00+00:00,9.279999732971191,9.319999694824219,9.229999542236328,9.270000457763672,189189
2024-03-18 18:30:00+00:00,9.319999694824219,9.354999542236328,9.199999809265137,9.272000312805176,322116
2024-03-18 19:30:00+00:00,9.09000015258789,9.3100004196167,9.079999923706055,9.3100004196167,584444
2024-03-19 13:30:00+00:00,8.8100004196167,9.111000061035156,8.75,9.0,713836
2024-03-19 14:30:00+00:00,8.719900131225586,8.819999694824219,8.59000015258789,8.819999694824219,423715
2024-03-19 15:30:00+00:00,8.960200309753418,8.979999542236328,8.619999885559082,8.720000267028809,310615
2024-03-19 16:30:00+00:00,8.829999923706055,9.039999961853027,8.800000190734863,8.970000267028809,225539
2024-03-19 17:30:00+00:00,8.770000457763672,8.84000015258789,8.710000038146973,8.8100004196167,237860
2024-03-19 18:30:00+00:00,8.68970012664795,8.819999694824219,8.649999618530273,8.765000343322754,293555
2024-03-19 19:30:00+00:00,8.720000267028809,8.819999694824219,8.654999732971191,8.683699607849121,379871
2024-03-20 13:30:00+00:00,8.770000457763672,8.800000190734863,8.489999771118164,8.710000038146973,736416
2024-03-20 14:30:00+00:00,8.895000457763672,9.069999694824219,8.760000228881836,8.760000228881836,385919
