Datetime,Close,High,Low,Open,Volume
,FUBO,FUBO,FUBO,FUBO,FUBO
2024-03-08 14:30:00+00:00,1.7800999879837036,1.7899999618530273,1.6799999475479126,1.690000057220459,4337796
2024-03-08 15:30:00+00:00,1.6699999570846558,1.7899999618530273,1.6699999570846558,1.784999966621399,1818551
2024-03-08 16:30:00+00:00,1.6699999570846558,1.6950000524520874,1.659999966621399,1.6700999736785889,2476108
2024-03-08 17:30:00+00:00,1.6649999618530273,1.6799999475479126,1.6549999713897705,1.6749999523162842,744166
2024-03-08 18:30:00+00:00,1.6950000524520874,1.7000000476837158,1.649999976158142,1.659999966621399,1188276
2024-03-08 19:30:00+00:00,1.6950000524520874,1.7000000476837158,1.6799999475479126,1.6950000524520874,865787
2024-03-08 20:30:00+00:00,1.6749999523162842,1.6990000009536743,1.6699999570846558,1.694000005722046,1290117
2024-03-11 13:30:00+00:00,1.7100000381469727,1.7359999418258667,1.659999966621399,1.6799999475479126,1477397
2024-03-11 14:30:00+00:00,1.6799999475479126,1.7200000286102295,1.6799999475479126,1.7063000202178955,730782
2024-03-11 15:30:00+00:00,1.6693999767303467,1.690000057220459,1.659999966621399,1.6799999475479126,720870
2024-03-11 16:30:00+00:00,1.6549999713897705,1.6699999570846558,1.649999976158142,1.659999966621399,405738
2024-03-11 17:30:00+00:00,1.6549999713897705,1.6699999570846558,1.649999976158142,1.649999976158142,747123
2024-03-11 18:30:00+00:00,1.6398999691009521,1.659999966621399,1.6299999952316284,1.6549999713897705,880763
2024-03-11 19:30:00+00:00,1.6200000047683716,1.6399999856948853,1.6100000143051147,1.6349999904632568,1779186
2024-03-12 13:30:00+00:00,1.5628999471664429,1.6299999952316284,1.5499999523162842,1.6299999952316284,3518298
2024-03-12 14:30:00+00:00,1.590000033378601,1.590000033378601,1.5499999523162842,1.5700000524520874,1364045
2024-03-12 15:30:00+00:00,1.5398999452590942,1.590000033378601,1.5299999713897705,1.590000033378601,1432890
2024-03-12 16:30:00+00:00,1.5299999713897705,1.5399999618530273,1.5099999904632568,1.5336999893188477,2055310
2024-03-12 17:30:00+00:00,1.559999942779541,1.559999942779541,1.5199999809265137,1.534999966621399,2096148
2024-03-12 18:30:00+00:00,1.5663000345230103,1.5800000429153442,1.5499999523162842,1.5549999475479126,1641530
2024-03-12 19:30:00+00:00,1.5449999570846558,1.5700000524520874,1.5399999618530273,1.565000057220459,1631669
2024-03-13 13:30:00+00:00,1.6598999500274658,1.690000057220459,1.5299999713897705,1.5499999523162842,4466686
2024-03-13 14:30:00+00:00,1.6549999713897705,1.6749999523162842,1.6349999904632568,1.6540000438690186,1899441
